N_u,E_r
834,1.12097525596619
860,2.11035847663879
892,1.27840137481689
919,4.82163524627686
930,2.95794796943665
914,3.77177476882935
890,3.16632747650146
867,3.79002642631531
869,2.73114275932312
830,2.83770370483398
878,5.03245115280151
903,3.93314099311829
902,1.94819796085358
914,1.50819277763367
908,2.69845533370972
888,6.0980076789856
892,6.90862703323364
900,7.32420778274536
865,5.91642141342163
847,4.09915065765381
879,4.75315475463867
885,4.19025659561157
879,4.97066783905029
883,6.40180635452271
880,7.28593349456787
865,1.81225609779358
852,2.76064896583557
864,5.53942728042603
868,4.32129383087158
867,7.64961719512939
845,6.42296123504639
886,5.94520044326782
903,5.60702180862427
904,6.6252613067627
896,2.34794473648071
888,6.61991119384766
895,7.83684253692627
921,2.25055885314941
903,4.83749008178711
898,4.69105863571167
885,2.41072201728821
899,4.43603849411011
897,5.54496431350708
908,6.44787168502808
905,2.9517834186554
903,7.63536977767944
895,7.6784234046936
905,7.27401638031006
908,4.20933246612549
922,4.48393249511719
925,3.99477434158325
913,2.91081380844116
898,4.07789087295532
908,2.03301525115967
929,5.87125158309937
916,3.51337027549744
930,2.79162788391113
892,2.85962605476379
926,4.89119434356689
913,5.23725032806397
914,5.24633407592773
948,1.86128258705139
924,0.278732478618622
984,1.30768811702728
974,3.02698826789856
1002,1.85797262191772
1001,3.16732859611511
1003,4.26666212081909
1002,4.46607398986816
1004,3.59760785102844
1004,4.48421812057495
1008,4.0503396987915
1002,4.83575677871704
1007,0.929247140884399
1003,4.08706617355347
1007,4.24231910705566
1006,3.29913640022278
1004,3.68629336357117
1003,2.69446492195129
1005,3.06683135032654
1005,3.09713673591614
1003,8.41347694396973
1007,0.251988649368286
1004,2.14106059074402
1004,4.68345737457275
1004,3.11775803565979
1003,5.15156221389771
1004,4.34801626205444
1004,3.93493866920471
1001,1.10054862499237
1004,2.2888457775116
1005,0.038639985024929
1003,3.58029532432556
1003,1.56752276420593
1008,5.42876958847046
1006,2.75965332984924
1004,4.47722434997559
1003,2.29912519454956
1002,2.02701139450073
1003,0.633725583553314
1004,2.57616496086121
1009,3.62402129173279
1004,2.68836951255798
1007,5.32085466384888
1006,1.55625998973846
1005,1.59310257434845
1004,2.01725625991821
1001,3.46662926673889
1001,5.82594680786133
1006,2.97668051719666
1002,5.39907646179199
1007,0.832357883453369
1004,9.23845672607422
1003,2.68344640731812
1002,8.24265098571777
1005,3.81742143630981
1005,0.547418177127838
1002,2.99230194091797
1007,2.90071558952332
1001,3.23961400985718
1003,4.33368730545044
1005,3.72369074821472
1004,4.0941309928894
1004,4.29507780075073
1005,3.89870357513428
1006,4.70146751403809
1002,4.12158489227295
1003,7.9848484992981
1005,2.62572646141052
1001,1.60675942897797
1003,4.45958805084229
1006,2.36321616172791
1005,1.18107569217682
1002,1.97998952865601
1005,0.038161180913448
1004,4.28260517120361
1008,2.33773374557495
1002,0.367263853549957
1003,0.580071687698364
1005,1.09990131855011
1004,3.6857316493988
1007,6.49017858505249
1006,2.69840335845947
1006,1.78620398044586
1007,1.69001078605652
1006,3.60550117492676
1006,1.82523608207703
1006,2.6306095123291
1003,1.57262325286865
1007,3.02904462814331
1005,3.11205887794495
1004,6.35852098464966
1004,4.17714071273804
1006,1.94401907920837
1007,3.10665273666382
1003,4.68085432052612
1001,3.29453825950623
1005,1.75801038742065
1011,1.28684234619141
1007,2.42567133903503
1005,3.27575826644897
1009,1.16727364063263
1005,0.618496656417847
1005,3.59088730812073
1005,2.26885986328125
1005,3.94010448455811
1007,3.48492121696472
1004,4.05722808837891
1005,3.48675942420959
1005,3.70934200286865
1007,0.660059869289398
1003,1.00809717178345
1005,2.63129496574402
1003,1.29437613487244
1004,1.21559226512909
1005,2.51149082183838
1003,2.20235705375671
1004,3.51890015602112
1002,6.86988496780396
1006,1.77210295200348
1003,1.82254266738892
1002,2.8955249786377
1003,2.71596217155457
1003,4.53489208221436
1007,3.41358232498169
1003,4.89635562896729
1004,2.25224280357361
1007,1.01913559436798
1006,3.62540459632874
1008,1.12366342544556
1005,3.55199575424194
1005,3.17277073860168
1006,1.467409491539
1005,2.47429704666138
1006,7.00885915756226
1004,4.02076101303101
1005,1.99820446968079
1004,2.28365516662598
1007,5.75243473052979
1006,2.46656703948975
1005,1.68600594997406
1004,2.90045928955078
1006,1.32892656326294
1004,2.45249104499817
1008,1.85129916667938
1008,0.286915183067322
1005,2.88690972328186
1005,2.39042377471924
1007,3.91222262382507
1004,0.549358546733856
1004,1.68134295940399
1008,7.06733512878418
1007,6.25796604156494
1001,5.74653482437134
1002,5.58213376998901
1007,6.01909780502319
1003,6.1440806388855
1004,6.5401349067688
1009,5.929039478302
1006,5.75939083099365
1003,5.30688858032227
1005,4.93793439865112
1006,5.93918132781982
1003,6.2012095451355
1004,2.87057065963745
1007,1.35672664642334
1005,2.38764953613281
1004,7.41435050964356
1005,6.65765285491943
1010,6.65082359313965
1005,6.14652681350708
1006,4.79321098327637
1001,1.88341164588928
1007,1.53186559677124
1004,6.06551933288574
1005,3.19053316116333
1003,5.46271800994873
1004,3.72637319564819
1003,3.16707801818848
1005,1.52790796756744
1006,2.85815978050232
1003,4.32704496383667
1003,1.17021930217743
1001,4.4439582824707
1003,6.94100761413574
1006,6.83649444580078
1007,4.28584480285645
1002,4.59171009063721
1004,1.30621886253357
1002,5.76732730865479
1002,3.98900771141052
1002,2.81809520721436
1002,4.34683895111084
1004,2.33642625808716
1003,1.88202357292175
1005,4.98256397247314
1006,0.939898312091827
1002,3.66247296333313
1007,4.43309593200684
1003,2.64988446235657
1007,3.02220892906189
1004,3.58220171928406
1003,4.38584709167481
1004,1.71592378616333
1005,3.38925266265869
1007,0.71598207950592
1004,0.525103032588959
1007,0.663603723049164
1007,0.376411974430084
1003,7.70149612426758
1005,1.53788471221924
1004,0.898901700973511
1005,3.64860010147095
1006,3.50936388969421
1004,2.67803835868835
1005,2.06446552276611
1005,2.63078045845032
1007,3.71236705780029
1006,3.72678422927856
1007,1.26393556594849
1007,1.26163494586945
1005,0.659410357475281
1008,0.356249362230301
1005,3.7168116569519
1004,2.10634875297546
1005,0.936307549476624
1007,1.17143154144287
1004,2.9572856426239
1003,2.17794919013977
1006,7.55519866943359
1006,0.53191739320755
1001,0.980877578258514
1005,3.19173336029053
1005,1.44956111907959
1003,3.4990508556366
1002,1.08737862110138
1007,0.936664342880249
1005,0.928974807262421
1007,0.87311202287674
1008,1.62711381912231
1005,2.513103723526
1003,1.52128040790558
1003,2.58570098876953
1002,1.54099655151367
1002,1.1069962978363
1004,1.61051630973816
1007,1.98943173885345
1003,2.54641842842102
1006,2.96843957901001
1004,2.29661417007446
1003,1.79660558700562
1005,2.87934899330139
1005,1.92251455783844
1004,2.98240756988525
1003,2.89469933509827
1005,3.21318054199219
1005,3.01783227920532
1004,1.94314825534821
1002,0.685288012027741
1006,2.46459674835205
1006,4.63505268096924
1002,1.54787170886993
1008,2.00779509544373
1005,3.50147318840027
1005,1.33251011371613
1006,1.04644429683685
1005,0.252993941307068
1007,1.09722685813904
1006,1.29219329357147
1006,1.43989205360413
1003,1.1859358549118
1005,1.80413269996643
1008,2.18961191177368
1003,1.67939496040344
1002,1.90903234481812
1002,1.63808143138886
1005,3.12993121147156
1008,3.40635395050049
1004,1.81390917301178
1003,0.820191562175751
1003,0.977813363075256
1006,0.954652369022369
1005,5.08825349807739
1005,5.26219320297241
1002,3.27384948730469
1002,0.498857200145721
1006,7.21787309646606
1001,5.69805097579956
1006,4.19956254959106
1006,5.34719848632813
1008,1.59894442558289
1009,2.47562193870544
1003,4.70083379745483
1004,5.75705099105835
1006,2.22226071357727
1007,0.774133682250977
1006,1.16947293281555
1003,4.23174858093262
1008,5.09455680847168
1004,4.72418355941772
1004,2.18015575408936
1005,0.581042408943176
1004,6.30571174621582
1005,1.85153448581696
1002,2.07546663284302
1004,1.43904376029968
1003,2.93484139442444
1004,2.53532886505127
1007,1.01609647274017
1003,5.63365936279297
1003,1.64675545692444
1004,5.30908012390137
1003,3.38598871231079
1004,2.92944240570068
1003,1.1767303943634
1001,7.05236434936523
1001,1.5574893951416
1005,4.27005624771118
1004,1.23720824718475
1004,2.37345004081726
1005,1.17825901508331
1004,2.90446138381958
1007,0.39197838306427
1001,0.342566013336182
1000,0.531456708908081
1002,0.75438117980957
1004,5.28554582595825
1003,4.97088956832886
1005,0.991808891296387
1004,0.54936009645462
1005,0.894595146179199
1002,1.06991410255432
1006,3.46087527275085
1003,2.67059326171875
1003,2.21030139923096
1001,0.956416249275208
1006,5.07454204559326
1004,1.2055686712265
1007,1.44577610492706
1002,7.80267429351807
1002,8.38306999206543
1004,8.67697143554688
1003,9.26928997039795
1002,2.93417739868164
1006,7.22899198532105
1001,9.5642204284668
1006,1.39687705039978
1005,4.77857255935669
1003,0.418568640947342
1003,2.16912722587585
1000,3.22919631004333
1003,3.8186240196228
1004,4.19698190689087
1003,0.29664558172226
1003,3.25008726119995
1004,0.447252035140991
1004,5.07677984237671
1006,1.55293893814087
1005,1.92614698410034
1002,1.6396119594574
1006,2.74154853820801
1007,3.72360324859619
1006,2.3378369808197
1004,3.22156739234924
1004,2.80736136436462
1005,2.15211367607117
1004,4.99121236801147
1005,8.28239917755127
1001,4.12334966659546
1001,2.46796870231628
1006,2.5980806350708
1004,2.98195028305054
1004,1.53127884864807
1005,2.37105369567871
1009,1.53887021541595
1002,3.07568025588989
1004,4.07409811019897
1004,3.49259662628174
1003,2.81580710411072
1004,2.89106583595276
1004,2.35079503059387
1003,3.47325539588928
1006,4.42166090011597
1007,4.94641923904419
1002,1.48642289638519
1005,4.43752145767212
1001,0.835309207439423
1004,2.7228479385376
1006,3.51692390441895
1005,3.81461524963379
1007,3.788409948349
1007,4.25373935699463
1005,4.45947265625
1005,5.14967489242554
1005,2.6716845035553
1002,3.12932872772217
1004,2.70830106735229
1003,1.28960406780243
1003,2.32368063926697
1006,2.26489615440369
1005,5.31960439682007
1005,2.00275135040283
1006,3.5622296333313
1008,2.65334534645081
1001,3.40530776977539
1001,5.62033414840698
1002,5.13074398040772
1005,3.95959615707397
1007,3.44406294822693
1006,3.13126134872437
1005,3.35482335090637
1004,3.44671869277954
1003,3.22890377044678
1001,3.01494550704956
1002,1.21543312072754
1002,2.49704813957214
1007,1.82189381122589
1006,3.8087329864502
1006,4.121422290802
1003,1.62468206882477
1006,8.09704208374023
1005,8.02224159240723
1003,2.29496479034424
1005,1.48818278312683
1008,2.34469413757324
1003,2.56243395805359
1003,4.9221830368042
1002,4.86681127548218
1002,2.08791589736938
1001,2.71794247627258
1003,2.81940793991089
1005,4.21556520462036
1003,8.37126445770264
1001,3.88434720039368
1005,6.07304811477661
1001,3.39831399917603
1004,2.96092486381531
1004,2.81751298904419
1002,3.8934178352356
1003,4.07863712310791
1002,2.66300201416016
1007,3.1018648147583
1004,3.57163834571838
1004,4.2831244468689
1003,4.44086503982544
1001,4.43448114395142
1005,4.21933317184448
1005,3.74213695526123
1003,4.08933925628662
1002,5.39180326461792
1006,4.33844661712647
1006,6.41947746276856
1005,4.38159465789795
1005,4.51027202606201
1002,4.59474182128906
1002,5.04370641708374
1006,4.46933364868164
1003,5.56879186630249
1004,2.89916110038757
1003,3.34896612167358
1002,1.44482135772705
1004,3.85110759735107
1004,1.81776320934296
1005,1.83210945129395
1004,6.70555305480957
1002,5.27130365371704
1001,7.17649030685425
1003,4.052086353302
1001,8.51052093505859
1003,3.73362827301025
1003,3.60127210617065
1006,3.15149998664856
1004,2.30308842658997
1002,4.58569192886353
1003,3.94721126556396
1002,4.12726545333862
1005,5.98111772537231
1004,1.67305898666382
1002,5.46553325653076
1003,4.98638677597046
1003,1.1580605506897
1001,0.88122034072876
1003,6.68903160095215
1004,5.20824289321899
1003,6.47981119155884
1002,5.80902576446533
1005,5.53254413604736
1002,3.57347631454468
1004,3.72068762779236
1001,6.65856838226318
1004,5.94546222686768
1002,6.14960813522339
1002,1.47011733055115
1006,2.72296476364136
1003,6.84410762786865
1002,1.90656328201294
1005,2.4468994140625
1005,3.54169297218323
1002,2.79113411903381
1006,2.11605930328369
1005,7.92984199523926
1003,4.99550771713257
1005,1.29443359375
1003,2.00294971466064
1004,0.656059622764587
1004,0.64166271686554
1004,5.57197713851929
1005,4.89093160629272
1002,8.33157730102539
1002,3.97246217727661
1005,6.90493106842041
1004,6.91423988342285
1005,5.80904912948608
1005,5.55409860610962
1002,0.405006498098373
1003,0.518123090267181
1001,3.08442115783691
1001,3.18387150764465
1004,3.537109375
1003,2.68473815917969
1002,3.99979710578918
1007,1.50006687641144
1005,4.51259279251099
1005,4.66906929016113
1004,0.821694731712341
1004,5.20560121536255
1004,1.63461756706238
1003,1.81060445308685
1004,1.13320457935333
1006,3.91331243515015
1003,2.20626091957092
1003,2.08724141120911
1007,6.35167598724365
1003,3.64939308166504
1005,3.52397322654724
1006,4.77882289886475
1007,4.40927839279175
1003,5.04495859146118
1005,5.0819787979126
1002,5.7984356880188
1003,4.98458051681519
1005,5.85094594955444
1005,7.53289031982422
1006,1.77760541439056
1003,3.14324545860291
1002,3.93439126014709
1008,8.05230808258057
1003,6.80880737304688
1002,3.73385190963745
1003,5.24014806747437
1003,6.59929275512695
1002,5.92702484130859
1001,4.87297248840332
1002,4.75995492935181
1004,7.03745746612549
1002,5.05971765518189
1001,3.691251039505
1002,6.90695476531982
1004,6.87458992004395
1001,4.78471279144287
1004,2.76509141921997
1008,3.34875917434692
1004,2.91912364959717
1004,3.73268032073975
1005,3.19398856163025
1002,6.51224231719971
1006,3.39864492416382
1005,3.6292040348053
1004,4.2302508354187
1004,2.97110176086426
1007,3.10610508918762
1005,5.30601358413696
1003,5.10174226760864
1002,4.97231769561768
1002,4.54728698730469
1007,7.22741651535034
1007,3.45990490913391
1002,7.60005378723145
1003,3.71223902702332
1004,3.16474342346191
1001,5.80621147155762
1002,5.65266132354736
1004,5.83748340606689
1004,3.20166492462158
1007,1.48050904273987
1003,5.00917482376099
1003,6.56595993041992
1004,2.91713857650757
1003,5.87624549865723
1005,3.80955052375793
1004,4.23100137710571
1006,4.99407625198364
1004,5.72514963150024
1002,4.34033727645874
1007,5.26715612411499
1003,5.11452293395996
1003,4.33891010284424
1005,3.32256579399109
1001,1.47899353504181
1005,3.53863477706909
1005,4.83025455474854
1006,6.49552440643311
1008,2.92884182929993
1006,2.19737100601196
1006,0.839606046676636
1005,3.6810929775238
1003,4.595543384552
1004,5.55010271072388
1005,5.8897557258606
1008,2.94563698768616
1004,3.3670482635498
1005,3.43792033195496
1007,3.40195035934448
1004,0.707288205623627
1009,3.56579160690308
1007,6.42181921005249
1005,3.32459402084351
1004,3.20668268203735
1005,2.74075245857239
1005,7.2225513458252
1007,5.74074268341064
1003,1.8815690279007
1002,7.30589437484741
1004,6.14694499969482
1004,2.39706754684448
1004,7.4043664932251
1004,2.64962315559387
1006,1.66667366027832
1004,3.11853766441345
1004,6.40723752975464
1005,4.40300798416138
1002,5.4956226348877
1002,1.46834659576416
1006,2.98844695091248
1003,1.40809118747711
1005,4.85893297195435
1003,4.23603343963623
1004,5.37404203414917
1004,3.66095018386841
1002,2.09121155738831
1006,1.69741141796112
1005,3.77605628967285
1001,3.14052700996399
1008,3.49417638778687
1003,3.68740940093994
1001,4.51412630081177
1005,5.54329204559326
1005,1.46765375137329
1004,1.81713604927063
1003,1.09577929973602
1003,4.11262512207031
1005,1.29901313781738
1000,1.76106739044189
1006,0.449624836444855
1004,7.47906541824341
1004,7.28961896896362
1003,6.61158275604248
1005,2.67916703224182
1001,2.37557339668274
1004,2.83762407302856
1003,1.0616397857666
1002,3.63423609733582
1006,2.81616902351379
1006,2.60865592956543
1005,1.99591839313507
1005,2.39958834648132
1003,7.74142932891846
1004,2.82899856567383
1005,0.946387827396393
1004,6.55061483383179
1006,5.28885364532471
1008,1.76538836956024
1004,2.93560338020325
1005,2.26474690437317
1003,2.18649125099182
1005,3.40032005310059
1004,4.23844289779663
1002,3.65499186515808
1004,1.12492084503174
1007,0.575629770755768
1002,4.71559572219849
1006,2.08638882637024
1008,2.05512952804565
1007,4.61714506149292
1006,4.59971523284912
1003,4.77345752716064
1005,5.1593451499939
1004,5.68076753616333
1002,2.43415880203247
1004,2.25606536865234
1006,3.82033324241638
1008,3.91717791557312
1004,4.20170545578003
1004,4.63979959487915
1004,3.67164921760559
1004,2.42355346679687
1005,3.78622627258301
1002,1.48530530929565
1004,2.5679657459259
1004,2.83605217933655
1004,0.680445849895477
1009,0.398057073354721
1003,2.67195105552673
1003,1.94423949718475
1006,2.58182764053345
1006,4.30462265014648
1008,4.47006034851074
1003,1.75447368621826
1003,1.02265512943268
1003,0.676556289196014
1002,1.37053060531616
1002,6.64218282699585
1001,3.62095832824707
1006,4.75068473815918
1003,4.94770956039429
1005,8.11502265930176
1009,1.8842921257019
1005,4.26148557662964
1003,3.87743544578552
1001,3.09692335128784
1003,4.64508724212647
1006,1.39705586433411
1003,5.96020698547363
1004,5.89060640335083
1003,1.2117418050766
1001,1.87868356704712
1004,7.2322416305542
1002,0.966131925582886
1004,1.01712214946747
1003,1.57037305831909
1007,1.7023411989212
1003,3.37133145332336
1005,2.97173094749451
1006,3.59158849716187
1003,7.85130834579468
1004,4.50875806808472
1006,5.25951099395752
1006,2.08296656608582
1005,4.78568553924561
1008,4.98471736907959
1002,6.08188438415527
1002,5.63048791885376
1002,5.5576229095459
1008,1.56128942966461
1006,5.75867605209351
1004,2.37878465652466
1003,5.94367599487305
1003,2.77725505828857
1002,6.97151374816895
1004,7.01980066299439
1004,4.00457239151001
1006,1.63731801509857
1002,0.643892884254456
1003,5.82702350616455
1004,4.76973104476929
1006,3.91057634353638
1007,0.902963876724243
1003,4.48680830001831
1005,2.912029504776
1006,0.573986351490021
1005,0.250046730041504
1004,0.756905674934387
1006,4.46401405334473
1007,1.66492652893066
1003,1.92300343513489
1002,5.27134132385254
1003,6.44188404083252
1005,4.89481925964356
1008,5.88064289093018
1004,1.00606572628021
1005,2.71023797988892
1005,4.37711143493652
1007,2.00768303871155
