Nu,Er
1010,3.48273706436157
1005,3.43482279777527
1004,3.4425482749939
1007,3.48591566085815
1009,3.50135326385498
1005,3.44203853607178
1010,1.56726336479187
1004,1.79331290721893
1007,3.49920582771301
1006,3.48907256126404
1005,1.57223117351532
1005,3.50203990936279
1005,3.48766613006592
1008,3.49599552154541
1005,3.51318335533142
1007,0.651640832424164
1004,3.48487901687622
1007,3.4700038433075
1007,3.46759176254272
1004,3.42281055450439
1003,3.46227192878723
1006,3.51209306716919
1007,3.48710942268372
1003,3.52691531181335
1007,3.48663711547852
1003,1.82106053829193
1006,0.750870227813721
1006,3.48936676979065
1005,3.49875092506409
1006,1.78133916854858
1011,0.667129039764404
1006,3.49484205245972
1008,3.50485849380493
1007,3.49236726760864
1007,3.40933918952942
1004,3.49899983406067
1012,3.52479100227356
1008,3.46748113632202
1009,3.47674965858459
1005,7.03536128997803
1009,3.46525716781616
1006,3.47081279754639
1005,1.67243194580078
1007,3.4659731388092
1005,3.4658408164978
1007,3.54071140289307
1009,3.51518368721008
1003,1.74084508419037
1003,3.48300886154175
1003,3.5183162689209
1007,0.725242793560028
1006,3.49269580841064
1006,3.44615268707275
1005,3.48869180679321
1003,3.47050046920776
1006,3.4913501739502
1006,1.57457709312439
1006,1.54285383224487
1004,3.50766658782959
1008,3.49832010269165
1010,0.729925811290741
1007,3.52778315544128
1008,1.68229329586029
1006,3.51234722137451
1007,1.58617615699768
1009,3.48194742202759
1006,2.57632780075073
1009,6.03552865982056
1005,3.82850122451782
1007,1.89334452152252
1007,3.57713961601257
1002,3.15942168235779
1006,1.45674252510071
1007,5.45941925048828
1006,5.59526920318604
1006,5.61809730529785
1006,5.81335592269897
1005,2.71084880828857
1004,2.46196317672729
1003,4.79053068161011
1008,1.80975794792175
1005,7.08000040054321
1004,4.81606292724609
1002,6.96495532989502
1006,2.7332136631012
1008,0.878094732761383
1005,2.85122108459473
1005,2.96138119697571
1006,1.87507486343384
1003,2.6089334487915
1006,2.18310356140137
1003,3.40683817863464
1005,3.08354234695435
1005,2.34764385223389
1004,2.00380897521973
1006,3.80660891532898
1012,7.97106504440308
1004,2.44728708267212
1007,1.24531412124634
1002,6.00801134109497
1006,0.852057814598084
1005,2.44195318222046
1003,6.58637762069702
1002,0.051587726920843
1005,6.32711458206177
1005,0.326133817434311
1005,0.321074724197388
1002,6.48974132537842
1004,6.56749773025513
1004,1.16716122627258
1001,6.76164674758911
1006,6.59158372879028
1006,6.64765119552612
1003,0.256468772888184
1005,1.39195394515991
1004,6.77285528182983
1006,6.52209520339966
1004,0.519486725330353
1002,4.17172145843506
1008,3.28441333770752
1006,0.451052725315094
1006,7.17605018615723
1004,1.36212182044983
1004,6.01251125335693
1002,1.30436825752258
1002,1.62182450294495
1008,1.46092367172241
1006,4.8356032371521
1003,4.58142805099487
1002,4.41389513015747
1006,3.7628128528595
1007,3.51091742515564
1004,2.92880749702454
1002,2.78786063194275
1007,2.77960515022278
1006,1.83199262619019
1006,1.02972161769867
1007,1.7413694858551
1002,5.36134004592896
1006,1.63552069664001
1006,1.58068704605103
1006,2.00341105461121
1002,1.05855309963226
1004,1.93338048458099
1006,2.08234786987305
1006,7.03427028656006
1005,6.89849042892456
1009,3.64008688926697
1007,7.05950546264648
1003,4.02635335922241
1007,2.15492987632751
1004,6.3563289642334
1009,1.48041009902954
1002,1.20351314544678
1004,2.11169147491455
1004,2.03519701957703
1005,1.57250010967255
1005,3.51477599143982
1003,1.78362011909485
1004,5.84562492370606
1006,4.38995504379272
1007,3.81664705276489
1005,3.79111766815186
1005,0.785455405712128
1007,1.74716246128082
1002,1.44893932342529
1004,1.67997586727142
1004,1.09782421588898
1004,7.16324090957642
1005,1.54804396629334
1004,2.51490187644958
1003,2.70336127281189
1010,5.96395254135132
1002,3.03659224510193
1008,3.72314620018005
1003,4.29719877243042
1005,3.32863211631775
1006,3.18965983390808
1009,0.670142292976379
1003,1.56795811653137
1004,0.600215017795563
1006,6.01448583602905
1008,2.09816670417786
1003,7.29909515380859
1005,1.65980458259583
1006,1.36535656452179
1003,6.61731100082397
1005,1.22072291374207
1003,1.34162151813507
1010,1.29256319999695
1009,6.65274429321289
1007,1.33540868759155
1005,6.81869745254517
1003,1.30562269687653
1004,6.83690166473389
1002,6.84953927993774
1006,1.08662092685699
1009,6.8226637840271
1003,6.85467433929443
1003,1.05895256996155
1002,1.36026954650879
1007,4.246985912323
1005,1.89836347103119
1008,1.4750200510025
1003,7.59996557235718
1007,3.18575620651245
1009,3.4117386341095
1004,2.28878617286682
1007,2.9861273765564
1005,1.72011566162109
1008,2.16846418380737
1007,0.854734241962433
1006,4.0309739112854
1005,4.23561191558838
1007,2.61607813835144
1007,2.25940251350403
1008,7.27417087554932
1003,2.33081817626953
1007,0.022721627727151
1007,1.13601112365723
1006,1.11725604534149
1008,1.21503734588623
1008,0.977069914340973
1005,3.08848166465759
1008,0.866402864456177
1006,0.966503381729126
1005,0.985182702541351
1006,2.26499390602112
1008,0.874321699142456
1008,0.959272623062134
1004,2.09773087501526
1005,2.67811703681946
1006,2.4054000377655
1008,3.8241982460022
1002,5.24158239364624
1008,1.68237888813019
1006,0.442077130079269
1004,1.53088128566742
1005,5.68264055252075
1003,2.46583151817322
1007,4.70483684539795
1010,1.74430119991303
1006,1.34112286567688
1004,7.62316608428955
1008,5.15798091888428
1004,1.80811238288879
1007,6.42348098754883
1003,5.60556411743164
1004,5.33626222610474
1006,2.30527925491333
1006,5.3407940864563
1004,5.13382577896118
1005,5.0598292350769
1004,5.19320154190064
1009,4.06304788589478
1004,5.94809579849243
1005,4.99442529678345
1005,5.23952198028564
1005,5.92629337310791
1005,3.94568085670471
1005,3.5572350025177
1006,1.91446340084076
1004,4.84915113449097
1002,3.85282802581787
1004,2.88992547988892
1006,2.02408695220947
1008,3.39430665969849
1005,1.08318209648132
1007,3.62158346176147
1006,6.36311054229736
1006,3.48056221008301
1004,1.03607165813446
1005,1.04237353801727
1008,5.10073518753052
1005,0.434646487236023
1004,1.63940751552582
1005,0.233097836375236
1013,1.78547060489655
1008,1.26594865322113
1004,1.52397537231445
1003,2.62619781494141
1004,1.44041979312897
1005,5.24258661270142
1002,2.64462232589722
1006,0.079078838229179
1009,2.60721611976624
1004,2.73512363433838
1002,2.15221548080444
1003,0.362060010433197
1006,6.55847406387329
1008,2.65250420570374
1004,2.01111555099487
1003,1.57399713993073
1004,0.734265327453613
1009,0.890881061553955
1006,1.13401257991791
1004,0.957886874675751
1004,2.43155455589294
1004,0.723814308643341
1004,2.73850011825562
1009,0.492014348506928
1010,2.47406363487244
1007,0.860502541065216
1006,0.064898498356342
1004,4.01525545120239
1008,0.547619700431824
1006,4.67886734008789
1007,1.58406960964203
1006,1.42763960361481
1004,1.61925041675568
1000,2.0104398727417
1009,2.15053510665894
1008,2.50489330291748
1003,3.52535533905029
1009,0.656137049198151
1007,2.08179616928101
1009,4.19346284866333
1004,2.3099467754364
1006,5.07231426239014
1006,1.31823170185089
1005,2.68899703025818
1006,4.60233497619629
1007,4.34093999862671
1009,3.14938926696777
1003,8.36098575592041
1007,3.61085939407349
1004,3.4894425868988
1004,3.84685516357422
1004,4.512779712677
1011,3.70499324798584
1009,4.6547122001648
1004,3.81239080429077
1008,2.32947516441345
1004,2.51625227928162
1001,1.87442445755005
1003,1.16926407814026
1005,3.94473218917847
1004,6.96876287460327
1004,2.04480934143066
1007,1.86477446556091
1004,3.33957386016846
1006,2.13970828056335
1002,3.99295949935913
1004,2.5884850025177
1006,5.58755016326904
1002,5.33467960357666
1004,3.3585159778595
1005,8.63331031799316
1003,9.04682445526123
1005,2.51960062980652
1004,0.653437077999115
1008,3.3193519115448
1009,2.29546809196472
1006,1.30288410186768
1005,3.32619905471802
1004,3.18248224258423
1006,3.20305919647217
1003,2.39295792579651
1002,2.26492428779602
1003,0.540128648281097
1006,2.27165126800537
1002,1.88716721534729
1005,1.00503289699554
1006,0.768053293228149
1004,5.17863368988037
1002,1.12886571884155
1006,0.153866216540337
1003,5.33885765075684
1000,1.8288871049881
1005,5.99690389633179
1003,8.87885761260986
1005,0.628781914710999
1004,1.31511473655701
1006,1.60503745079041
1001,2.97703909873962
1005,3.13338422775269
1004,5.85734844207764
1003,3.00012850761414
1005,1.02282249927521
1005,2.0959632396698
1003,4.13129186630249
1004,3.23396420478821
1003,2.85839557647705
1004,2.80003952980042
1003,2.28849196434021
1003,2.73617887496948
1002,1.03766632080078
1006,4.50053882598877
1005,2.60317850112915
1005,2.67549824714661
1003,2.46184420585632
1008,2.23785424232483
1002,2.36755919456482
1005,8.56282424926758
1009,1.37989485263824
1005,1.15072000026703
1004,2.33386826515198
1009,1.0555340051651
1005,1.91357398033142
1002,1.12903201580048
1007,2.39047789573669
1004,1.80686664581299
1007,2.38079047203064
1002,0.973766207695007
1006,2.42347598075867
1007,0.961278676986694
1008,6.14882326126099
1006,4.5261812210083
1007,3.20915937423706
1002,5.16838121414185
1007,2.17023944854736
1002,1.72208595275879
1004,1.53431677818298
1003,3.60732817649841
1004,6.91549682617188
1001,4.0033917427063
1004,1.93207240104675
1007,2.71905136108398
1009,5.35677194595337
1003,0.552456259727478
1011,9.47537708282471
1005,1.87099146842957
1003,1.86962425708771
1004,3.33742618560791
1004,3.68076801300049
1003,0.64085179567337
1002,3.60620641708374
1004,7.51849889755249
1004,2.59116053581238
1008,1.33157646656036
1003,6.38971471786499
1005,4.63518905639648
1005,2.35925030708313
1005,3.33664417266846
1001,0.515619695186615
1004,5.52227878570557
1003,0.904314756393433
1005,2.28866386413574
1003,3.36060571670532
1002,4.25126314163208
1002,1.36958289146423
1003,1.49277222156525
988,2.99396634101868
967,2.01400876045227
949,5.60177087783814
967,2.89625239372253
961,7.12968158721924
970,6.85559225082397
948,5.85953283309937
962,6.55989694595337
950,2.32685351371765
955,7.3177809715271
942,2.01182651519775
943,2.77922511100769
941,7.11773109436035
938,6.86173439025879
948,4.83371019363403
949,3.71052074432373
940,1.81153392791748
937,1.69259381294251
950,3.27410507202148
948,7.69869947433472
942,4.0469765663147
954,2.37718772888184
965,4.3559455871582
963,3.22131252288818
957,3.02167868614197
963,2.90936589241028
956,2.9429030418396
957,2.88817143440247
957,2.92696309089661
954,3.0218768119812
962,3.13215088844299
949,4.49072456359863
945,6.45554637908936
939,4.6938214302063
944,4.5357780456543
953,2.60834264755249
954,2.51281404495239
942,2.58937525749207
949,1.16136169433594
955,0.775516629219055
953,0.602437257766724
943,1.76979553699493
953,0.876055836677551
946,1.82539021968842
949,5.65163850784302
939,6.3697247505188
937,2.10030007362366
906,2.86258268356323
912,3.15279221534729
863,2.22316455841064
835,2.27197408676147
831,5.84461307525635
890,3.94673252105713
890,5.47519254684448
921,2.61185193061829
922,2.38903832435608
940,2.61033272743225
933,1.36625897884369
915,5.75616836547852
923,3.37366056442261
932,5.32315301895142
922,5.71011161804199
925,5.56436634063721
920,3.58024764060974
930,3.33771324157715
931,3.40425872802734
936,5.76868581771851
919,5.61695528030396
930,8.57765007019043
928,5.63000631332397
926,5.23154020309448
926,5.25385761260986
930,0.210189387202263
926,2.61203646659851
930,7.85492610931397
919,4.77586030960083
926,0.131362110376358
923,5.18869590759277
922,2.0959484577179
927,5.23601818084717
923,5.22484254837036
927,0.485263526439667
927,5.1536135673523
920,5.22182083129883
932,2.22538781166077
927,5.09174346923828
927,0.259382545948029
930,5.21273851394653
923,2.37685751914978
931,5.31458282470703
928,0.264533847570419
920,5.26237487792969
920,2.64767146110535
929,2.31617784500122
930,4.53080415725708
922,2.35300660133362
926,5.10261058807373
933,0.063242323696613
921,0.439518928527832
899,0.233704477548599
918,3.10521721839905
901,4.18338489532471
865,3.99598264694214
886,9.28702163696289
822,2.45736646652222
873,2.76263666152954
895,2.45382237434387
913,2.76806879043579
926,1.92284798622131
908,2.29855275154114
910,2.17961764335632
916,3.78417921066284
908,3.3136031627655
907,3.48069453239441
910,3.16301035881042
907,3.14111924171448
921,3.36890196800232
913,3.34583425521851
916,2.32075214385986
919,2.52334117889404
912,2.51710295677185
902,2.86821269989014
910,2.37879920005798
902,2.60886383056641
908,2.71207332611084
907,2.92379903793335
918,3.55200028419495
887,2.27197408676147
909,3.40703248977661
911,4.01244401931763
893,5.4071249961853
925,5.8244423866272
906,5.82344102859497
889,5.84076738357544
889,5.94591522216797
902,0.407502621412277
889,5.91074943542481
895,5.92707872390747
907,3.93814158439636
902,0.51088273525238
898,3.80387592315674
893,2.97053503990173
905,2.71587061882019
891,2.30159091949463
876,4.11906719207764
845,3.25572061538696
858,1.26500308513641
892,3.63837838172913
895,1.06418216228485
882,3.51266407966614
888,4.74772453308106
881,3.78748464584351
892,1.01281595230103
888,4.16690921783447
833,1.68094217777252
905,3.4195122718811
887,1.92071437835693
888,6.75089120864868
892,1.07822620868683
873,1.74632906913757
888,0.891275107860565
872,1.32996571063995
858,1.76228964328766
900,4.45673704147339
894,3.58719635009766
896,2.12253403663635
901,1.73324394226074
900,1.89335584640503
905,2.94624543190002
